Eu1,Eu2,Eu3,AngD1,AngD2,AngD3,P,D,Time,Prop,Energy,Error
-0.95417,-1.144,-2.2698,-0.0056115,-0.24575,0.2824,0.074589,0.29426,0.0091592,1,0.021269,0.024647
2.6806,0.38429,-2.553,-0.43023,-0.27569,0.23856,0.092186,0.1998,0.008152,1,0.19128,0.01696
-2.1027,0.43777,2.2861,-0.68336,-0.31171,-0.090444,0.056428,0.26269,0.017824,1,0.091908,0.038313
0.47832,-1.4988,1.3907,0.76336,-0.18809,0.22845,0.019018,0.2313,0.019295,1,0.061642,0.070856
2.1251,0.83188,-2.1642,-0.38871,-0.92079,-0.11083,0.016321,0.22299,0.0191,1,0.090223,0.036979
0.63042,0.66728,-2.4025,-0.70325,-0.030928,0.38793,0.076495,0.27457,0.01875,1,0.06542,0.030221
-2.1548,0.55291,-2.9284,-0.80206,0.56179,-0.49679,0.12281,0.37938,0.019539,1,0.12302,0.025898
0.12593,1.3572,0.46587,-0.17333,0.11101,-1.0078,0.048269,0.29036,0.011208,1,0.061689,0.020729
-2.1699,1.5142,-1.0035,-0.25518,0.13594,0.36403,0.068215,0.46055,0.018708,1,0.041024,0.053357
0.82555,-1.3621,-0.7391,-0.75259,-0.23584,0.31098,0.15432,0.38117,0.011902,1,0.06127,0.020913
-3.1111,-0.053432,0.8116,-0.9447,0.45991,-0.011274,0.051537,0.097672,0.017278,1,0.21218,0.016856
-1.4782,-1.1134,-2.2949,0.19815,0.43343,0.5283,0.078159,0.39381,0.011313,1,0.054629,0.018813
1.5113,-0.70656,-1.9059,-1.0526,0.35063,-0.87782,0.081407,0.28103,0.01235,1,0.13598,0.026611
-0.86987,0.5276,-0.11436,0.04776,-0.70458,-0.45758,0.11499,0.29233,0.014017,1,0.05994,0.020045
-2.6631,-0.10393,3.1032,-0.23548,0.56151,0.043078,0.038831,0.22871,0.019756,1,0.077677,0.049049
-2.1092,0.92923,-2.216,0.090468,0.63259,0.84484,0.057709,0.2542,0.011598,1,0.11347,0.027834
2.4118,0.15384,2.3859,0.5495,0.44066,0.47098,0.053946,0.29191,0.019999,1,0.10873,0.045265
-3.0012,0.82792,-1.9683,-0.90383,0.96737,-0.60822,0.024371,0.20267,0.018035,1,0.18304,0.037005
1.287,1.1975,0.95063,0.54397,-0.10421,0.79854,0.1257,0.44664,0.011149,1,0.08335,0.031949
-2.7398,-0.55659,-0.61972,0.68528,0.30549,0.83504,0.059272,0.3028,0.0153,1,0.08888,0.040399
-0.22976,0.32822,-0.58176,-0.44051,0.013877,-0.28428,0.31291,0.26304,0.015423,1,0.021626,0.00749
2.0711,0.9142,1.0688,-0.65152,-0.17985,0.065467,0.073233,0.25906,0.014678,1,0.046275,0.030036
-1.7256,-0.49975,0.59049,0.3,-0.10929,-0.52892,0.090378,0.32609,0.01966,1,0.050346,0.029964
-1.1301,1.1809,-0.23889,0.42445,0.28739,-0.47441,0.064097,0.45088,0.016098,1,0.052182,0.03718
2.8658,1.2598,-1.5315,-0.15171,-0.58129,-0.80541,0.11325,0.21157,0.014618,1,0.28816,0.01627
-0.31902,0.41197,2.4005,0.33446,-1.0542,-0.37241,0.048537,0.23656,0.017025,1,0.13953,0.035707
1.1918,1.2248,2.8015,-0.39751,-0.17674,-0.29693,0.038082,0.26563,0.013845,1,0.059659,0.029803
-0.35489,-1.3159,-0.2424,-0.017371,-0.046517,0.54251,0.13299,0.25127,0.019137,1,0.02423,0.01609
-1.9206,0.49787,0.76028,-1.1694,1.0049,0.68408,0.046162,0.31359,0.018399,1,0.22234,0.056062
2.6795,-1.0194,-1.3645,0.46029,0.013478,-0.69559,0.03995,0.22559,0.017471,1,0.066282,0.046908
1.9372,-0.83127,-1.3806,-0.31096,-0.22732,0.69254,0.10332,0.33947,0.019704,1,0.065094,0.030278
1.0914,0.63099,1.0517,-0.04301,0.33622,-0.016343,0.10511,0.27525,0.019848,1,0.049049,0.021223
3.0293,0.43039,-2.9414,-0.55229,0.38435,-0.24619,0.12819,0.31835,0.010974,1,0.18389,0.020305
1.5405,-0.021253,-0.37957,0.32024,0.98953,0.47345,0.13817,0.24739,0.0060033,1,0.1143,0.014156
0.53604,0.96831,1.4773,0.68202,-0.74921,-0.18514,0.076697,0.40541,0.018762,1,0.10362,0.044257
2.4072,0.28508,1.0769,0.19822,0.12884,0.20274,0.05602,0.25493,0.015133,1,0.047227,0.036353
2.1982,0.92589,-2.2065,-0.34754,0.64155,0.45856,0.051064,0.28339,0.015906,1,0.090667,0.046308
0.91061,-0.066107,0.84342,-0.24183,-0.1132,1.0621,0.058816,0.2451,0.019262,1,0.10772,0.033653
-1.5024,-0.48214,2.2987,-0.040431,0.96506,0.71824,0.046028,0.24675,0.019131,1,0.13699,0.045803
0.60005,1.4371,-2.0932,-0.19953,0.51042,-0.073532,0.10844,0.3008,0.015261,1,0.047944,0.022747
-2.3689,-1.2061,-2.0876,0.10958,-0.086748,0.35539,0.029903,0.29907,0.018313,1,0.036805,0.010455
-0.64435,-0.71009,-2.6913,-0.052891,-0.2869,-0.32979,0.10004,0.32789,0.016899,1,0.03061,0.026857
-0.98283,0.10279,2.817,-0.38795,0.22009,0.86801,0.044564,0.37408,0.016496,1,0.1087,0.026325
-2.8983,-0.29425,2.8367,-0.85067,-0.65127,0.88647,0.035895,0.36406,0.019647,1,0.17144,0.040906
-2.4996,1.1856,2.543,0.44359,0.0013961,-0.99716,0.12452,0.29236,0.0055466,1,0.072221,0.014409
-2.5259,0.34865,0.92352,0.0042071,-0.62738,-0.21372,0.0392,0.30534,0.018678,1,0.08272,0.057861
1.9663,-0.21906,2.0937,-0.58026,0.50109,-0.6795,0.038311,0.27002,0.017874,1,0.11789,0.067487
-1.2775,-1.3822,1.6372,0.32528,0.039111,0.66907,0.089611,0.31054,0.019584,1,0.061768,0.029315
1.2298,-1.2221,2.9677,1.4182,0.22866,0.56262,0.23225,0.44177,0.0061346,1,0.17297,0.017331
0.43078,0.4946,3.0727,-0.66141,0.36072,0.10227,0.048995,0.2288,0.01187,1,0.07234,0.032335
-2.7473,-1.5519,-1.9251,1.2601,-0.14694,0.12409,0.042992,0.24929,0.018449,1,0.15356,0.045468
-2.2498,-0.63753,-2.604,-0.70461,0.04606,1.2353,0.023124,0.18088,0.019658,1,0.13558,0.048173
-2.4305,-1.4593,2.5536,-0.50638,0.50295,-0.085207,0.099836,0.29032,0.01836,1,0.046955,0.025897
-1.9697,-0.17904,-2.4579,-0.36554,0.28921,-0.76943,0.038812,0.22604,0.019779,1,0.071164,0.04681
-1.64,1.0873,0.3764,-0.24885,0.24565,1.2,0.060697,0.28154,0.018909,1,0.13156,0.036797
0.72856,-0.36925,-2.4881,-0.52389,1.318,-0.32879,0.1229,0.33097,0.014522,1,0.17391,0.022182
2.047,0.18708,0.82679,0.50548,0.058221,0.86925,0.037055,0.22338,0.01248,1,0.10108,0.060776
2.5574,0.14453,-2.6121,-0.94115,0.35267,0.36986,0.0349,0.21608,0.015373,1,0.11379,0.036594
1.3636,-0.32647,-2.7354,0.3167,0.34345,-0.27604,0.10137,0.33994,0.018452,1,0.024907,0.028618
-1.6144,-0.046646,-3.018,-0.40842,-0.007028,-0.66648,0.12115,0.35038,0.019868,1,0.072073,0.024238
1.4046,-1.2642,0.22251,0.89922,-0.18401,0.27549,0.046118,0.22025,0.010279,1,0.11849,0.040027
3.0784,-0.16386,2.9889,0.18095,-0.29356,-0.59366,0.031825,0.30174,0.017435,1,0.060081,0.033319
-0.047255,-1.4475,-1.7681,0.37688,-0.09359,0.70825,0.13586,0.20161,0.017602,1,0.039919,0.011396
2.658,-1.0747,0.80074,-0.41553,-0.21021,-0.069482,0.042749,0.26895,0.018394,1,0.045727,0.045549
-0.71832,-0.85536,0.59262,-0.43242,-0.72446,-0.51923,0.12035,0.40395,0.019078,1,0.080291,0.028503
0.23358,0.31858,-0.40339,-0.53896,-0.70476,-0.70693,0.45095,0.43932,0.016305,1,0.087199,0.0081598
-1.494,0.098752,2.371,-1.0218,-1.005,0.41263,0.032611,0.16297,0.019339,1,0.22073,0.039631
1.926,0.89019,-0.15842,-0.18945,-1.2052,0.078797,0.18456,0.34683,0.017429,1,0.18775,0.016002
-0.70731,0.56437,-0.82351,0.16229,-0.050748,-1.1414,0.15597,0.49419,0.0067402,1,0.075565,0.013322
2.4138,1.487,-1.8035,0.30788,0.62698,0.063706,0.060294,0.39563,0.019946,1,0.092775,0.056797
-3.1205,-1.3742,0.63384,0.96941,0.94613,-0.20324,0.085493,0.25116,0.019779,1,0.17826,0.022299
2.6466,-0.46569,1.9902,-0.67892,-0.50437,0.7161,0.029424,0.2636,0.019506,1,0.09334,0.046993
0.97405,1.1434,-0.398,-0.54913,0.3406,0.7805,0.15456,0.34379,0.013994,1,0.080361,0.020395
3.0559,-0.8658,0.17017,0.082173,-0.40884,0.46693,0.10941,0.4639,0.013478,1,0.077972,0.033824
-0.65787,-1.0523,-2.7444,-0.3596,0.10558,0.32349,0.08947,0.41054,0.0099138,1,0.037854,0.024773
1.4095,0.080224,-2.2981,-0.31066,0.84967,0.063231,0.27621,0.44291,0.015217,1,0.084413,0.014179
1.6626,0.027833,-0.28871,-0.70558,-0.056646,0.34533,0.057317,0.22056,0.015434,1,0.054809,0.03312
0.23892,-0.18219,-1.6359,-0.21093,0.29825,-0.1814,0.35837,0.28957,0.0078167,1,0.018395,0.0069527
0.78247,1.1223,1.7695,-0.58727,-0.48944,0.5313,0.087983,0.42916,0.019078,1,0.083137,0.042164
-2.5066,0.80125,-2.2613,-0.81103,1.0314,-0.56041,0.061465,0.36431,0.013822,1,0.22954,0.070055
1.8791,0.3631,1.1876,-0.061164,0.083709,0.54077,0.068803,0.44044,0.017571,1,0.049413,0.060215
0.65596,1.0976,-0.074241,-0.17847,0.49205,0.08026,0.12836,0.30238,0.01987,1,0.033429,0.020822
-2.2736,-0.21679,-1.0012,0.93222,-0.25062,-0.62105,0.057437,0.24104,0.019986,1,0.11393,0.034363
2.0746,-0.93761,2.9661,-1.1043,0.041182,-0.053145,0.024338,0.21318,0.01976,1,0.10401,0.038621
2.6659,-0.94196,0.15653,0.25583,-1.3239,0.32707,0.039351,0.34429,0.019892,1,0.16823,0.070332
-2.2506,0.41292,0.69098,0.078402,0.44748,0.086339,0.051809,0.22939,0.013872,1,0.091845,0.036372
-2.1434,0.27945,-0.064147,0.31755,-0.41665,-0.52176,0.12426,0.42958,0.018428,1,0.098964,0.029679
0.59708,-0.78383,-2.4787,-0.30566,-0.71866,-0.97806,0.28343,0.45395,0.019881,1,0.14195,0.014652
-0.23608,0.36053,0.95462,0.59622,-1.0522,-0.62411,0.086124,0.33124,0.016471,1,0.17627,0.032342
-2.1375,1.5585,1.627,1.3575,0.092642,0.17557,0.086527,0.23982,0.018621,1,0.14526,0.023175
-2.245,-1.0133,-2.8556,-0.921,0.36145,-0.77503,0.079967,0.21541,0.017826,1,0.20588,0.022816
-2.6827,0.43629,-1.8989,1.0706,-0.32752,0.20553,0.05268,0.23605,0.018577,1,0.12794,0.03766
1.2516,-0.69665,0.1397,0.26384,-0.22084,-0.67326,0.061246,0.2426,0.019666,1,0.051553,0.033516
-0.68916,0.071679,-1.7528,-1.4668,-1.0092,0.046221,0.32071,0.45064,0.0039012,1,0.24581,0.012279
-1.1132,-0.1242,-0.90389,0.48049,-0.64972,0.90758,0.45585,0.46988,0.010676,1,0.095497,0.0084368
-0.8698,-0.97427,2.1362,-0.43442,0.94071,0.5941,0.055406,0.22474,0.017297,1,0.14621,0.033364
-0.033719,-0.8899,1.6521,-0.80109,0.047639,0.69957,0.061991,0.29402,0.018813,1,0.11752,0.040669
-1.0868,-1.391,-1.2384,-0.32376,-0.87459,0.30597,0.10504,0.30967,0.015715,1,0.08556,0.026273
-1.8137,0.40511,-1.7707,-0.02813,0.039225,0.20259,0.034156,0.35128,0.018962,1,0.0061395,0.025325
3.1186,-0.43385,0.32941,0.64049,-0.28902,0.47044,0.041252,0.28926,0.019929,1,0.069714,0.059306
-1.2718,-0.26779,-1.7789,-0.37583,-1.2732,-0.9677,0.14995,0.28889,0.0086474,1,0.19726,0.016419
-2.9014,1.3764,2.3987,-0.50299,0.69471,-0.22048,0.1454,0.44652,0.010623,1,0.078406,0.025373
-2.2497,-0.17307,-0.94866,0.64263,-1.2119,0.027398,0.1095,0.29427,0.012846,1,0.15568,0.021994
2.9091,-0.23453,0.38297,-0.50314,-0.42433,-0.45623,0.042181,0.20328,0.019415,1,0.11479,0.03788
2.1797,-0.16972,2.1203,0.36268,-0.39923,-0.5193,0.030905,0.2716,0.019469,1,0.10082,0.047053
0.55422,-0.64946,-2.8988,-1.1887,0.81949,0.26348,0.088126,0.37625,0.0096199,1,0.17456,0.027291
-0.42169,-0.15399,1.8182,1.3355,0.52075,0.28045,0.040201,0.24923,0.019484,1,0.18898,0.046235
1.6009,-0.82187,-2.2304,-0.78559,0.43481,-0.22756,0.086222,0.24937,0.019155,1,0.067872,0.025265
1.658,0.99347,0.5166,0.30756,-0.035089,0.84367,0.10191,0.35232,0.01972,1,0.066119,0.029134
-1.5718,0.068734,-0.87133,0.7025,-0.032821,-0.013037,0.12488,0.28643,0.0069139,1,0.057493,0.01523
1.644,0.94861,2.0512,-0.13777,-0.48431,0.35118,0.070887,0.36629,0.019571,1,0.053271,0.044087
-2.4654,-0.9615,-0.8639,-1.0059,0.301,-0.83761,0.044251,0.13871,0.0070787,1,0.17146,0.023351
-0.96832,-0.24672,-0.6745,-0.4641,0.45893,1.0281,0.2844,0.33152,0.002539,1,0.096396,0.0047884
-1.3208,-0.8271,1.5664,0.60026,-0.66122,0.41974,0.093025,0.37641,0.019148,1,0.13731,0.034151
-1.8095,-0.51981,-2.5624,-0.040688,-0.27341,0.55026,0.028276,0.31103,0.019125,1,0.028778,0.050257
-0.43881,1.0604,-0.31079,-0.46539,-0.20521,-0.2235,0.15612,0.2973,0.006879,1,0.02811,0.015048
2.5906,-1.3317,2.3937,-0.068389,1.0985,-0.011371,0.14842,0.48564,0.016252,1,0.11082,0.029257
-1.5594,-0.45496,2.5386,-0.47052,0.10016,-0.61353,0.050913,0.20348,0.009248,1,0.12106,0.0513
-2.0818,1.0547,-1.9908,-1.0722,0.47148,0.096219,0.12126,0.333,0.00759,1,0.1277,0.020477
-2.5604,0.76116,3.0532,0.95718,-0.15064,-0.47854,0.48662,0.3297,0.015186,1,0.41945,0.0049034
1.2266,0.92153,-0.66224,0.086506,0.16466,1.0452,0.157,0.28997,0.014175,1,0.084241,0.014405
2.1135,-0.91173,-2.9742,0.52971,-0.63574,-0.33172,0.11064,0.3116,0.010646,1,0.10251,0.025568
-0.013046,1.1152,-1.4155,0.28694,-0.50211,-0.099214,0.19619,0.44181,0.0098925,1,0.03252,0.018653
2.9694,-0.23973,0.82385,-0.59346,0.83886,-0.03752,0.059178,0.44966,0.019985,1,0.18834,0.061866
-1.7534,-0.19139,2.6067,0.18395,0.61384,-0.071859,0.043496,0.27373,0.014678,1,0.11253,0.049339
2.1974,1.5689,1.6006,-0.14647,0.29212,-0.11189,0.14649,0.45959,0.009309,1,0.022673,0.022683
0.39363,-0.60448,2.8924,0.67171,-1.2743,-0.11736,0.10207,0.33288,0.01913,1,0.174,0.0277
-0.82952,0.98298,-3.0875,-0.64323,-0.60592,0.27635,0.12875,0.46677,0.011566,1,0.085523,0.032587
2.0843,0.96914,0.53685,-0.095425,0.31046,0.27204,0.086669,0.24885,0.019547,1,0.033591,0.025171
-0.93093,-1.3969,2.5784,0.88979,0.053946,0.57328,0.032893,0.22496,0.015298,1,0.10373,0.04642
2.7792,0.13888,-0.84867,0.8016,0.7637,-1.9405,0.020459,0.13147,0.014329,1,0.29338,0.032529
-1.3587,0.62987,-0.12905,-0.21606,-0.16339,0.2546,0.08988,0.21957,0.012991,1,0.031274,0.019437
0.494,-0.15227,-2.0668,-0.79292,-0.40558,0.43407,0.2023,0.46828,0.017139,1,0.078293,0.019244
2.4702,0.11634,2.5153,-0.47942,0.81107,0.61179,0.050081,0.26768,0.019291,1,0.14043,0.040301
1.1143,-0.36587,0.56794,0.2942,-0.010602,-0.47166,0.052495,0.22054,0.019982,1,0.030018,0.035857
-1.934,-0.31594,0.88343,-0.34693,0.58998,-0.38024,0.068874,0.26852,0.0083044,1,0.076037,0.030006
3.0508,-0.016447,-1.4439,-0.65923,0.60064,-0.94447,0.037875,0.22046,0.019995,1,0.14415,0.047825
1.8319,-1.4405,2.3408,0.94371,0.16503,-0.29638,0.07064,0.34725,0.019993,1,0.07626,0.040857
-0.84335,1.4405,-3.1138,0.09999,-1.0037,1.0055,0.19794,0.4933,0.0126,1,0.18815,0.021774
-0.28873,-0.7305,-0.54745,0.36813,0.14456,0.2757,0.29177,0.40528,0.011289,1,0.020954,0.011882
2.3525,-0.075891,2.2541,0.34258,0.24584,0.020414,0.055714,0.30471,0.014699,1,0.069148,0.054962
2.3983,0.41503,-1.1671,0.58208,-0.72656,-0.48023,0.083331,0.37958,0.014983,1,0.13018,0.041323
0.67552,0.087325,-2.4487,0.21621,-1.2755,0.66606,0.16363,0.45536,0.017636,1,0.1794,0.02316
1.0212,0.032796,2.6572,-1.3799,-0.070752,0.46523,0.055476,0.44183,0.018176,1,0.21405,0.092818
-1.6909,-0.10516,2.469,0.28284,-0.079044,-0.27932,0.080779,0.28763,0.0073081,1,0.087499,0.030356
-1.1748,-1.0831,-0.56421,-0.16009,0.29073,-0.90442,0.13484,0.44339,0.0096322,1,0.063674,0.027061
-0.66925,-0.10884,-0.49829,-0.17033,0.33646,-0.74649,0.081688,0.19911,0.0057507,1,0.045417,0.015007
-1.7975,-0.13177,0.85344,-0.047887,0.37776,-1.1752,0.077784,0.48031,0.014054,1,0.17615,0.028304
-2.5687,-0.73691,-0.20074,-0.012218,-1.1245,0.89489,0.096475,0.28599,0.0071591,1,0.15088,0.021195
1.891,-1.4879,1.9502,-0.44714,-0.25326,0.029249,0.13738,0.45033,0.010145,1,0.047349,0.027538
-2.1996,-1.0674,1.9951,-0.69854,0.30194,0.38121,0.13108,0.43113,0.012242,1,0.066215,0.029543
2.2353,-0.87379,-0.69103,0.099181,-0.73486,0.22513,0.033895,0.26305,0.016439,1,0.085259,0.04082
0.97047,-0.66267,-2.4822,-0.65019,0.45541,1.0563,0.18812,0.34801,0.016646,1,0.11253,0.01549
1.9798,0.60966,-3.0865,-0.55518,0.26226,0.37725,0.028131,0.29647,0.019024,1,0.069816,0.085917
-1.7545,0.31975,1.0957,-0.072825,1.02,0.064939,0.055186,0.49319,0.019699,1,0.14781,0.085758
2.4195,-1.4606,0.8871,-0.24414,-0.34654,0.43984,0.079463,0.38566,0.010941,1,0.035449,0.032916
1.7962,-0.96999,1.0935,-0.50349,0.5508,0.81071,0.055025,0.36745,0.015779,1,0.14103,0.040227
3.0939,-1.2542,-0.83663,-0.15262,-0.21669,0.30134,0.022727,0.2815,0.019782,1,0.030218,0.042382
-0.11395,-0.89413,2.8984,0.49417,0.10287,0.091949,0.15036,0.34225,0.015223,1,0.082047,0.0191
-1.5834,-1.1976,-1.9964,-0.15347,1.5697,0.088501,0.079898,0.30935,0.0088488,1,0.33925,0.038127
0.47871,1.4643,2.974,-1.3193,-0.12215,0.82918,0.033605,0.26446,0.019569,1,0.18454,0.069824
-2.7727,-1.5683,2.2348,0.19191,0.48282,0.49524,0.15777,0.33402,0.010407,1,0.037841,0.019248
0.2896,-0.98651,-1.3319,0.27606,0.23228,-0.30545,0.16469,0.23826,0.0042868,1,0.022733,0.010577
-1.4892,-1.0632,-0.77746,-0.36718,-0.41418,-1.2709,0.14832,0.37592,0.0061085,1,0.13828,0.028659
0.12338,-1.0332,-0.58962,0.5778,0.59314,-0.73213,0.17404,0.40348,0.017,1,0.089663,0.019157
-2.7705,0.3985,-2.1097,0.3573,0.30265,-0.48763,0.042076,0.35908,0.01976,1,0.060943,0.050713
-1.1829,-0.80106,-2.3748,0.64244,-0.16219,-0.084012,0.050208,0.30522,0.013261,1,0.03418,0.036273
-2.9671,-0.28754,-2.4866,1.3807,-0.40488,-0.87553,0.051544,0.20072,0.012941,1,0.24864,0.032982
1.267,0.68032,2.8255,0.53074,0.27646,-0.40656,0.062509,0.29077,0.019124,1,0.091233,0.038338
-1.3071,-1.3238,0.40462,0.35507,-1.4413,1.3566,0.28803,0.49008,0.01464,1,0.2881,0.014477
2.041,1.5182,1.6577,1.001,-0.31335,0.17267,0.20227,0.34692,0.0081601,1,0.13376,0.015478
2.0565,-0.40208,-0.98924,-1.061,-0.6131,-0.70435,0.10392,0.24678,0.013054,1,0.17207,0.018809
0.28679,-0.29629,0.023444,0.0027661,0.033064,-1.0997,0.12668,0.33179,0.014368,1,0.07439,0.021961
1.286,1.0372,2.6625,-0.39542,0.66564,-1.235,0.031379,0.2056,0.018537,1,0.16733,0.06058
2.6952,0.50749,2.5335,-0.40273,0.12594,-0.19959,0.05647,0.31684,0.018826,1,0.052633,0.046949
-1.9478,-1.4003,0.77975,0.2126,-0.81878,0.98797,0.24124,0.39599,0.012487,1,0.11572,0.013426
-0.23553,1.3278,-0.31486,-0.42841,0.1284,-0.64435,0.1427,0.27017,0.012906,1,0.046843,0.015125
-0.98366,0.3426,-2.6083,-0.6589,-0.3526,0.28275,0.1745,0.41267,0.019801,1,0.061669,0.020293
-0.8578,-1.4651,-0.15508,0.041472,-0.13545,-1.1845,0.15958,0.45545,0.018626,1,0.099096,0.02529
-2.0471,-1.4848,-1.9849,0.18187,0.47015,-0.3063,0.048261,0.29661,0.017048,1,0.10037,0.050488
-0.52555,-1.559,-1.1466,-0.67801,0.47716,-0.46606,0.059206,0.2715,0.014332,1,0.073487,0.033367
-0.36869,-0.74606,0.83004,-0.44698,0.059309,0.12816,0.086459,0.27262,0.0095247,1,0.0264,0.028404
-0.24406,0.48162,2.6989,-0.10858,0.019904,-0.40682,0.093859,0.34975,0.01526,1,0.047792,0.031948
-2.3839,0.15465,1.7654,-0.41993,-0.7912,0.031469,0.052433,0.38429,0.015307,1,0.1245,0.089401
-1.1703,0.67381,1.0266,0.3564,0.55043,0.18262,0.02377,0.24238,0.019991,1,0.070098,0.0713
-0.49065,1.326,2.5977,0.08853,0.082242,0.15475,0.074549,0.27489,0.013173,1,0.040157,0.03142
0.13305,1.4805,-2.4023,0.087931,0.91493,0.77245,0.054782,0.28748,0.012371,1,0.11172,0.031797
-1.2786,1.0016,-2.8409,0.082996,-0.45336,-0.70433,0.25352,0.41226,0.0085768,1,0.048617,0.015274
0.60517,1.2781,2.1011,0.48868,0.76212,-0.17674,0.050175,0.29097,0.01951,1,0.11942,0.050194
1.8209,0.87759,0.76309,0.40281,0.049115,-1.4415,0.1621,0.28871,0.0049589,1,0.12618,0.013054
1.865,-0.56813,1.453,0.22045,-0.62593,0.52337,0.047553,0.21302,0.016825,1,0.10347,0.036226
0.12836,1.3573,2.4599,0.47571,-0.73328,-0.17136,0.048872,0.23121,0.014384,1,0.13582,0.038922
-0.61432,-1.2124,2.1468,0.5831,-0.69874,0.2864,0.033497,0.26249,0.015189,1,0.099146,0.040595
-1.9278,-0.71507,2.9984,-0.25094,-0.098217,-0.38846,0.03889,0.25082,0.018267,1,0.062812,0.05296
1.621,0.76711,-2.2792,0.7355,0.079572,0.1436,0.080123,0.29642,0.019691,1,0.056556,0.031443
-1.716,-0.32103,1.8296,0.53867,-0.11338,0.38032,0.053996,0.24647,0.016212,1,0.10694,0.039773
-2.4354,-1.1252,-2.758,0.19359,1.0871,-0.50598,0.035702,0.2994,0.018991,1,0.12388,0.079883
-1.6548,0.16832,-0.78278,0.167,-0.48076,0.14963,0.12536,0.40267,0.0076364,1,0.023856,0.018426
2.3115,-1.3984,-2.0243,-0.23041,-1.2182,-0.32234,0.041237,0.27777,0.018751,1,0.17969,0.055077
2.1004,0.166,1.4687,0.22852,-0.36176,-0.31367,0.041606,0.2175,0.015329,1,0.049813,0.038257
1.0843,0.81069,3.0224,-1.6131,-0.47033,-0.17677,0.036319,0.217,0.014239,1,0.22907,0.051306
1.1042,-0.38678,-1.7549,-1.0658,0.79985,-0.39516,0.34852,0.45893,0.019959,1,0.14699,0.010996
-0.16053,1.1569,-1.029,0.43074,-0.2021,-0.1353,0.11949,0.26373,0.011486,1,0.021784,0.018194
2.8023,0.49281,0.6479,-0.97497,0.54408,1.6732,0.029374,0.18151,0.019997,1,0.27806,0.051447
1.1347,-1.2728,0.49898,0.36878,0.26179,-0.22902,0.050174,0.23423,0.019954,1,0.064194,0.038441
2.6212,-1.5129,-0.37684,0.071153,0.30913,-0.29312,0.045092,0.2314,0.017162,1,0.082242,0.040764
-2.6819,0.70947,1.7674,-0.62346,-0.26107,-0.24372,0.10163,0.27972,0.015119,1,0.10612,0.023986
-2.5969,0.0076548,3.1054,-0.60741,0.03115,-0.19603,0.040332,0.22873,0.018851,1,0.075037,0.049069
0.029599,1.4858,-1.2432,1.3628,-0.28189,1.2343,0.16107,0.37698,0.013762,1,0.24343,0.020179
-0.055571,-1.4356,-0.55392,0.057162,0.40909,1.0867,0.16107,0.28061,0.0094544,1,0.077401,0.015668
2.5423,-1.3455,-1.9,0.051787,-0.29155,0.17337,0.091269,0.36552,0.015081,1,0.047919,0.035323
0.9565,-0.2339,-1.7088,-0.61056,-0.57112,0.94373,0.16718,0.338,0.0091535,1,0.11594,0.01609
-1.2694,-0.80181,1.3911,0.11262,0.096498,0.66781,0.070617,0.32376,0.01997,1,0.03898,0.039403
1.7594,-0.27351,0.8287,-0.57427,0.80702,0.44521,0.04667,0.21705,0.019133,1,0.10382,0.036247
1.8378,0.91825,-1.9751,-0.065123,1.0566,0.57776,0.086865,0.30611,0.012609,1,0.12448,0.029622
2.9382,0.80943,0.8061,1.3311,0.5055,-0.091042,0.045714,0.25014,0.016084,1,0.16192,0.036653
-3.0789,0.54983,-0.46482,-0.20499,0.80195,0.04498,0.04536,0.2593,0.019996,1,0.096559,0.050728
1.7025,0.90299,-3.0453,-0.50593,-0.69824,0.20838,0.054866,0.32312,0.015477,1,0.11832,0.048209
3.0764,0.7971,3.08,-0.30015,1.3837,0.33465,0.048544,0.22591,0.019862,1,0.21659,0.03492
1.7207,-0.2917,-2.4827,-0.73412,0.0195,-0.56255,0.10692,0.40491,0.01875,1,0.087144,0.031129
-1.087,1.5476,-1.0708,-0.012569,0.48528,0.8527,0.1148,0.4308,0.012421,1,0.088224,0.029671
1.6694,-0.57121,-1.2432,-0.57386,0.49933,-0.030744,0.11025,0.22196,0.019691,1,0.05304,0.016405
1.2168,0.84796,1.9046,-1.307,-0.53383,1.5829,0.071343,0.34689,0.019794,1,0.28922,0.042525
2.7294,-1.1053,-1.655,-0.35939,0.25492,0.033086,0.070124,0.3179,0.019854,1,0.050584,0.0385
-0.7956,-0.078094,0.88231,0.53463,0.45972,-0.67728,0.093613,0.39009,0.012307,1,0.11209,0.031891
-2.0446,0.86788,-0.86347,-1.3812,-0.33865,0.35886,0.10726,0.29779,0.0098116,1,0.17249,0.02151
1.7598,0.61571,1.8567,1.5465,0.11816,-0.0098499,0.058321,0.12713,0.013494,1,0.26109,0.016686
1.9518,1.4586,2.6725,0.45676,-0.11309,0.55023,0.044449,0.23386,0.01994,1,0.066852,0.045285
0.68011,-0.59526,-2.3923,0.25996,-1.1709,0.0028376,0.16927,0.40277,0.016693,1,0.12719,0.020002
0.19682,-0.51866,0.82483,-0.52384,0.17191,0.14389,0.095556,0.39349,0.013998,1,0.029742,0.036021
-0.94712,1.4879,2.4241,-0.11658,0.66954,0.10077,0.053328,0.26856,0.016948,1,0.051719,0.042072
0.94839,-1.2969,0.55403,0.063114,-0.18868,-0.26923,0.083821,0.28963,0.012308,1,0.076498,0.029908
